50.0077	8.239e2
50.0545	5.828e2
50.0873	1.745e2
50.1220	6.700e2
50.1689	8.446e2
50.2107	4.903e2
50.2572	1.017e3
50.3053	7.856e2
50.3489	8.603e2
50.3828	1.300e2
50.4138	9.223e2
50.4517	3.380e2
50.4887	9.186e2
50.5215	2.328e2
50.5528	1.012e3
50.5841	7.800e1
50.6174	6.882e2
50.6746	7.896e2
50.7300	1.365e3
50.7674	3.930e2
50.8026	9.979e2
50.8501	9.751e2
50.8941	8.877e2
50.9269	2.040e2
50.9599	1.124e3
51.0075	5.587e2
51.0509	9.861e2
51.0878	4.393e2
51.1302	7.673e2
51.1770	9.185e2
51.2215	4.687e2
51.2803	1.213e3
51.3107	1.718e2
51.3529	1.009e3
51.4029	1.033e3
51.4449	2.522e2
51.4840	7.263e2
51.5156	1.313e2
51.5522	9.994e2
51.5784	2.300e1
51.6061	5.408e2
51.6474	2.738e2
51.6933	8.444e2
51.7305	2.448e2
51.7675	5.198e2
51.8096	1.062e3
51.8612	9.557e2
51.9043	5.814e2
51.9472	9.359e2
51.9943	6.861e2
52.0411	8.669e2
52.0785	1.779e2
52.1138	1.096e3
52.1477	2.872e2
52.1806	3.292e2
52.2251	7.478e2
52.2718	8.460e2
52.3225	6.370e2
52.3742	7.859e2
52.4137	4.700e2
52.4534	9.150e2
52.5013	9.583e2
52.5308	1.659e2
52.5627	7.971e2
52.6086	4.525e2
52.6526	8.029e2
52.6963	7.005e2
52.7396	9.733e2
52.7860	7.290e2
52.8342	8.148e2
52.8659	1.210e2
52.8987	8.136e2
52.9259	4.100e1
52.9547	1.036e3
52.9962	3.549e2
53.0415	9.887e2
53.0842	4.408e2
53.1124	7.967e1
53.1407	8.084e2
53.1757	2.966e2
53.2064	7.194e2
53.2548	5.582e2
53.3084	4.999e2
53.3550	7.656e2
53.3872	1.500e2
53.4165	7.365e2
53.4585	3.016e2
53.4937	7.296e2
53.5220	3.235e1
53.5494	6.986e2
53.5869	2.941e2
53.6255	7.222e2
53.6548	9.778e1
53.6856	8.993e2
53.7205	1.667e2
53.7597	8.910e2
53.8104	1.137e3
53.8416	1.326e2
53.8753	1.046e3
53.9024	4.558e1
53.9295	1.008e3
53.9833	7.740e2
54.0294	6.450e2
54.0668	1.425e3
54.0924	1.800e1
54.1211	7.281e2
54.1511	1.459e2
54.1819	1.086e3
54.2115	1.083e2
54.2441	1.242e3
54.2818	2.729e2
54.3204	1.179e3
54.3505	5.392e1
54.3843	8.352e2
54.4231	4.130e2
54.4685	7.938e2
54.5011	1.204e2
54.5334	1.108e3
54.5613	7.000e1
54.5920	8.370e2
54.6343	1.014e3
54.6677	1.850e2
54.6999	9.089e2
54.7473	8.182e2
54.7805	1.640e2
54.8113	1.021e3
54.8583	8.922e2
54.8965	3.291e2
54.9332	1.367e3
54.9749	5.430e2
55.0178	6.950e2
55.0704	7.218e2
55.1026	8.280e1
55.1340	9.795e2
55.1815	4.816e2
55.2144	2.046e2
55.2486	1.007e3
55.2893	4.487e2
55.3267	6.672e2
55.3577	1.800e1
55.3835	7.447e2
55.4153	6.344e1
55.4429	1.055e3
55.4927	6.630e2
55.5388	4.813e2
55.5647	2.000e1
55.5909	9.583e2
55.6200	6.900e1
55.6533	8.902e2
55.7025	7.237e2
55.7529	6.451e2
55.8060	7.284e2
55.8425	3.210e2
55.8810	8.372e2
55.9130	2.134e2
55.9493	5.776e2
55.9966	3.907e2
56.0366	9.423e2
56.0645	2.355e1
56.0906	1.037e3
56.1382	6.963e2
56.1855	3.762e2
56.2385	1.108e3
56.2875	9.938e2
56.3144	4.100e1
56.3414	9.947e2
56.3903	5.811e2
56.4170	4.114e1
56.4430	9.412e2
56.4880	4.549e2
56.5325	1.131e3
56.5787	6.638e2
56.6237	1.078e3
56.6670	5.416e2
56.7089	1.170e3
56.7432	3.633e2
56.7808	9.519e2
56.8294	6.573e2
56.8687	3.111e2
56.9082	9.746e2
56.9402	2.763e2
56.9771	9.262e2
57.0087	1.390e2
57.0374	8.192e2
57.0871	8.322e2
57.1361	4.803e2
57.1831	7.526e2
57.2210	1.891e2
57.2649	9.168e2
57.3156	1.015e3
57.3669	1.047e3
57.4182	7.215e2
57.4453	8.200e1
57.4744	7.960e2
57.5233	6.594e2
57.5537	7.040e1
57.5816	7.478e2
57.6288	1.107e3
57.6782	1.014e3
57.7139	6.862e1
57.7457	7.689e2
57.7977	4.970e2
57.8250	6.200e1
57.8517	1.420e3
57.8805	4.199e1
57.9084	8.609e2
57.9574	8.738e2
58.0070	6.857e2
58.0410	2.489e2
58.0731	8.752e2
58.1022	3.400e1
58.1294	1.096e3
58.1611	2.344e2
58.1934	1.365e3
58.2213	1.049e2
58.2519	7.056e2
58.2973	1.088e3
58.3522	1.065e3
58.4045	1.395e3
58.4353	1.784e2
58.4659	9.525e2
58.5028	3.381e2
58.5430	1.269e3
58.5806	4.135e2
58.6186	1.068e3
58.6621	8.148e2
58.6930	2.918e2
58.7253	4.015e2
58.7637	7.169e2
58.8113	1.247e3
58.8653	1.109e3
58.9139	6.517e2
58.9650	1.317e3
59.0172	7.398e2
59.0618	1.043e3
59.0903	5.200e1
59.1176	8.317e2
59.1670	1.035e3
59.1928	1.700e1
59.2214	1.128e3
59.2482	3.500e1
59.2752	1.279e3
59.3236	7.147e2
59.3550	3.400e1
59.3851	7.630e2
59.4144	1.760e2
59.4445	8.847e2
59.5006	8.291e2
59.5287	8.000e1
59.5597	8.073e2
59.5947	1.207e2
59.6285	6.352e2
59.6857	9.778e2
59.7336	4.470e2
59.7734	1.306e3
59.8178	5.201e2
59.8569	1.053e3
59.8986	3.595e2
59.9477	7.447e2
59.9812	1.696e2
60.0136	1.135e3
60.0410	8.600e1
60.0688	1.161e3
60.1178	8.706e2
60.1447	3.400e1
60.1723	9.288e2
60.2163	7.143e2
60.2618	1.078e3
60.3062	7.434e2
60.3514	1.250e3
60.3808	1.610e2
60.4127	7.662e2
60.4637	8.772e2
60.4948	1.267e2
60.5295	1.369e3
60.5559	1.800e1
60.5916	1.342e3
60.6358	7.524e2
60.6801	1.038e3
60.7256	8.800e2
60.7651	6.457e2
60.8071	1.372e3
60.8388	2.325e2
60.8712	9.377e2
60.9273	1.002e3
60.9564	3.434e1
60.9882	9.371e2
61.0189	3.464e1
61.0464	9.787e2
61.0738	9.162e1
61.1028	9.644e2
61.1435	1.980e2
61.1787	9.107e2
61.2311	7.816e2
61.2678	3.814e2
61.3016	7.423e2
61.3337	2.000e1
61.3619	7.362e2
61.3974	2.785e2
61.4457	8.845e2
61.4809	1.537e2
61.5151	9.606e2
61.5566	6.970e2
61.6071	1.057e3
61.6526	5.499e2
61.7006	1.051e3
61.7408	3.769e2
61.7875	9.092e2
61.8378	6.063e2
61.8690	1.607e2
61.9011	1.125e3
61.9490	7.041e2
61.9976	8.754e2
62.0333	2.650e2
62.0690	8.407e2
62.1070	2.300e2
62.1413	9.928e2
62.1682	1.800e1
62.1941	7.537e2
62.2319	2.158e2
62.2678	7.861e2
62.3198	1.368e3
62.3471	4.721e1
62.3741	5.444e2
62.4054	1.296e2
62.4348	7.790e2
62.4646	1.320e2
62.4953	1.001e3
62.5428	3.920e2
62.5841	8.445e2
62.6319	1.178e3
62.6707	4.115e2
62.7100	1.367e3
62.7607	1.190e3
62.8092	4.879e2
62.8520	8.391e2
62.9046	9.264e2
62.9509	7.193e2
62.9951	5.761e2
63.0403	1.059e3
